id,english,tunisian
10217622,Ziri already knows who stole his stamp collection.,زيري راهو يعرف شكون اللي سرق مجموعة طوابعه.
10217668,Hebrew achieved its present form during the lifetime of Ancient Hebrew.,وصلت العبرية لشكلها الحالي خلال فترة العبرية القديمة.
10217673,I'm glad you have arrived safely.,فرحان اللي وصلت بالسّلامة.
10217689,Tom was innocent of the deeds.,توم كان بريء من الأعمال.
10217695,Did she really sleep with Tom?,بالحق نامت مع توم؟
10217710,Thomas is committing the same sin.,توماس قاعد يعمل في نفس الغلطة.
10217715,The cow has been sacrificed.,البقرة تذبحت.
10217717,I am not who you think I am.,أنا موش اللي تظنني أنا.
10217860,People wanting to play hide-and-seek grab my finger.,الناس اللي يحبوا يلعبوا الغميضة يشدوا صبعي.
10217861,People wanting to play hide-and-seek take my finger.,الناس اللي تحب تلعب الغميضة تاخذ صبعي.
10217864,People wanting to play hide-and-seek touch my finger.,الناس اللي يحبوا يلعبوا الغميضة يلمسوا صباعي.
10217869,Any person wanting to play tennis grab my finger!,أي واحد يحب يلعب تنس يمسك صبعي!
10217882,"""It's good for girls to play sports."" ""Is that so? I prefer quiet children.""",&#34;بهية للبنات يلعبوا رياضة.&#34; &#34;هكا؟ أنا نفضل الصغار الهاديين.&#34;
10217898,People repeat their mistakes in order to become adults.,الناس يعاودوا في غلاطهم باش يكبروا.
10217902,Tom played with his water-bear.,توم لعب بدبّو المائي.
10217907,"Hey, did you know? The normal ""fluffy bread"" eaten in Japan is rare in Australia.",هاو، تعرف؟ الخبز &#34;المنفوش&#34; العادي اللي ياكلوه في اليابان نادر في أستراليا.
10217912,Entertainment is still popular with young people in Japan.,الترفيه مازال شعبي عند الشباب في اليابان.
10217963,Society operates according to a contract known as the social EULA.,المجتمع يخدم حسب عقد معروف بـ EULA الاجتماعي.
10217979,"Pay attention, the two of you.",ركزوا يا زوز.
10217981,I slept like a baby in a log.,نمت كيما البيبي في خشبة.
10218001,"Greek firefighters on Wednesday grappled with fires razing swathes of forest land on the outskirts of Athens, forcing thousands of residents to evacuate and killing animals from tortoises to horses.",رجال الحماية المدنية في اليونان يوم الأربعاء كانوا يحاربوا في الحرائق اللي قاعدة تحرق في مساحات كبيرة من الغابات في ضواحي أثينا، و اللي خلات آلاف السكان يخرجوا من ديارهم و قتلت الحيوانات من السلاحف حتى الخيول.
10218002,"The inferno has scorched the slopes of Parnitha, which includes a protected nature reserve, just north of Athens.",النار حرقت منحدرات بارنيثا، اللي فيها محمية طبيعية محمية، شمال أثينا.
10218003,The fire started in a wooden ravine.,الحريقة بدات في وادي خشبي.
10218004,"Temperatures topped 45 degrees Celsius, the hottest day recorded in the region in four decades.",الحرارة وصلت لـ 45 درجة، أسخن نهار تسجل في المنطقة من أربعين سنة.
10218005,"Numerous water-dropping planes, nine helicopters, and dozens of water cannon are being used to battle the blaze.",برشا طيارات ترمي في الماء، تسعة هليكوبترات، وعشرات من مدافع الماء قاعدين يستعملوهم باش يطفيو الحريق.
10218007,"Soldiers, mountain rangers, and hundreds of volunteers have joined in, helping evacuate locals as well as more than 100 horses from equestrian clubs in the region.",الجنود، وحرّاس الجبال، ومئات المتطوعين انضمّوا للمساعدة في إجلاء السكان المحليين وأكثر من 100 حصان من النوادي الفروسية في المنطقة.
10218009,Tom didn't sleep with that girl. It's a lie.,توم ما نامش مع البنت هذيك. هذي كذبة.
10218010,"A heat wave in southern Europe, fed by strong hot winds from North Africa, has contributed to the outbreak of wildfires across the Mediterranean, including in Italy, Greece, Spain and Turkey.",موجة حر في جنوب أوروبا، زادتها الرياح السخونة القوية اللي جاية من شمال إفريقيا، ساهمت في اندلاع حرائق الغابات في منطقة البحر الأبيض المتوسط، بما في ذلك في إيطاليا، اليونان، إسبانيا وتركيا.
10218012,The high temperatures in southern Italy have prompted health ministry officials to put some areas of the country on red alert.,درجات الحرارة العالية في جنوب إيطاليا خلات مسؤولي وزارة الصحة يحطو بعض المناطق في البلاد في حالة تأهب قصوى.
10218013,"In Sardinia, 20,000 hectares of forests were destroyed, forcing hundreds of people to evacuate.","في سردينيا، 20,000 هكتار من الغابات تدمرو، واضطر مئات الناس إنهم يخليو."
10218014,"The fires damaged farmland and livestock, businesses and homes, and there is concern about losses to the island’s biodiversity.",الحرائق ضرّت الأراضي الفلاحية والماشية، المشاريع والمنازل، وفمّا قلق على الخسائر في التنوع البيولوجي متاع الجزيرة.
10218016,"In Sicily, fires are still raging in different areas.",في صقلية، العافية مازالت شاعلة في بلايص مختلفة.
10218018,Authorities say many of the fires were caused by people.,السلطات تقول اللي برشة من الحرائق سببها الناس.
10218019,The authorities have already made some arrests.,السلطات عملت ديجا شوية إيقافات.
10218020,"Speaking on Italian TV, Pescara mayor Carlo Masci called the events in his area truly dramatic and said those responsible must pay.",في حديثو على التلفزة الإيطالية، قال والي بيسكارا كارلو ماسكي إن الأحداث في منطقته درامية برشة ولازم اللي مسؤولين عليها يخلصوا.
10218021,He added that he had never seen anything like this before.,زاد وقال اللي عمرو ما شاف حاجة كيف هكا قبل.
10218022,He said it hurt to see all those skeletons of the trees.,قال توجعني كي نشوف هياكل العظام متاع الشجر الكل.
10218023,"Masci said the impact on the local environment was incalculable with the whole area of the Dannunziana Reserve, the city’s large pine forest, destroyed.",ماسي قال اللي التأثير على البيئة المحلية كان لا يُحصى مع تدمير كامل منطقة محمية دانونزيانا، الغابة الكبيرة متاع الصنوبر في المدينة.
10218045,Everyone differs and everyone is good.,كل واحد مختلف و كل واحد باهي.
10218046,Everyone is different and everyone is good.,كل واحد مختلف و كل واحد باهي.
10218047,"Everyone differs, everyone is good.",كل واحد مختلف، وكل واحد باهي.
10218048,"Everyone is different, everyone is good.",كل واحد مختلف، وكل واحد باهي.
10218052,Our biological ancestors thrived in the primordial soup hundreds of millions of years ago.,أجدادنا البيولوجيين عاشوا في الحساء البدائي مئات الملايين من السنين اللي فاتت.
10218053,Biological evolution is largely a symbiotic process.,التطور البيولوجي هو في الغالب عملية تعايش.
10218055,Tonight I'll say eight sentences to you.,اللّيلة باش نقولك ثمانية جمل.
10218056,They operated on my brain.,عملولي عملية في مخي.
10218058,She knows him very well.,هي تعرفو مليح.
10218059,I'm brimming with confidence.,أنا معبّي بالثقة.
10218060,Tell me a story!,احكيلي حكاية!
10218063,The first attempt to send you this message was unfortunately unsuccessful. I will try again.,أول محاولة باش نبعتلك هالرسالة ما نجحتش للأسف. باش نحاول مرة أخرى.
10218066,Is Ziri a feminine name?,هل زيري اسم مؤنث؟
10218067,I can't believe that I'd agree to that.,ما نجمش نصدق اللي نوافق على هكا.
10218068,Tom wasn't that tall.,توم ما كانش طويل برشة.
10218069,Is Ziri a feminine first name?,هل زيري اسم مؤنث؟
10218071,I don't know if he's aware of that.,ما نعرش إذا كان هو واعي بهذا.
10218072,I don't know if he realizes that.,ما نعرش إذا هو واعي بهذا.
10218073,This newspaper has a lot of subscribers.,هالجريدة عندها برشة مشتركين.
10218075,We're speaking from experience.,نحكيو من تجربة.
10218076,It's obvious that you're interested in buying this dress.,واضح إنك مهتمة باش تشري هالفستان.
10218077,"This is a matter that affects everyone, not just scientists and politicians.",هاذي حاجة تهم الناس الكل، موش كان العلماء والسياسيين.
10218078,There was once a restaurant across from this bus station.,كان فما مطعم قدام محطة الحافلات هاذي.
10218079,"This is a matter that concerns everyone, not just scientists and politicians.",هاذي حاجة تهم الناس الكل، موش كان العلماء والسياسيين.
10218080,I have enough time for this.,عندي وقت كافي لهاذا.
10218081,"That is, on May 10th.",يعني، في 10 ماي.
10218085,You will finish the assignment.,باش تكمل التمرين.
10218086,The church was on a hill.,الكنيسة كانت فوق التل.
10218087,The smartphone was more expensive than I thought.,التليفون كان أغلى من اللي كنت نتوقع.
10218105,"The smartphone was expensive, I thought it would be less.",التليفون كان غالي، كنت نظنّو باش يكون أرخص.
10218107,The old man was looking through the keyhole.,الراجل العجوز كان يشوف من ثقب المفتاح.
10218108,The old woman was looking through the keyhole.,العجوزة كانت تشوف من الثقب متاع الباب.
10218109,Maria was waiting.,ماريا كانت تستنى.
10218110,Tom is going to go shopping with his girlfriend.,توم باش يمشي يتقدى مع صاحبتو.
10218111,She is always complaining.,هي ديما تشكي.
10218112,When did you arrive at the scene of the accident?,وقتاش وصلت لمكان الحادث؟
